0.917056,0.502291,0.923752,0.407551
0.083127,0.618844,0.847534,0.785617
0.349414,0.013417,0.390349,0.021960
0.482544,0.136629,0.068281,0.753733
0.444183,0.688465,0.880026,0.052962
0.439834,0.996020,0.042904,0.712387
0.788532,0.107233,0.441741,0.502930
0.667931,0.122007,0.107547,0.695961
0.318650,0.902705,0.589055,0.769670
0.429472,0.023862,0.350713,0.263168
0.845913,0.759890,0.020393,0.972876
0.742734,0.860700,0.816498,0.877085
0.260377,0.305978,0.387447,0.078377
0.170173,0.423229,0.297379,0.368476
0.469305,0.400304,0.612077,0.643624
0.816152,0.710181,0.389093,0.929381
0.875308,0.329685,0.078880,0.195211
0.817465,0.745982,0.556436,0.523101
0.756061,0.450912,0.217786,0.044621
0.432304,0.971968,0.454599,0.856032
0.303079,0.644834,0.514292,0.670450
0.965127,0.258731,0.575105,0.496962
0.508387,0.478976,0.933359,0.138776
0.122415,0.026491,0.129525,0.934595
0.026395,0.200159,0.153677,0.235463
0.577895,0.088256,0.306460,0.619510
0.940385,0.446464,0.111629,0.046880
0.657830,0.061754,0.886442,0.414496
0.095564,0.137258,0.824745,0.169147
0.411510,0.441040,0.972325,0.422660
0.416694,0.442246,0.090681,0.293998
0.959820,0.317004,0.315223,0.913943
0.678867,0.571486,0.729512,0.436483
0.299718,0.051921,0.590250,0.234028
0.662128,0.131955,0.258028,0.148089
0.150852,0.770994,0.772268,0.235880
0.231237,0.149321,0.940542,0.122002
0.057929,0.203377,0.891606,0.612470
0.097369,0.545142,0.632463,0.214256
0.135356,0.892618,0.989704,0.546438
0.208404,0.177682,0.772881,0.438506
0.015191,0.493662,0.419250,0.654758
0.938650,0.539091,0.044924,0.801090
0.838433,0.500329,0.515630,0.442938
0.010790,0.666646,0.800436,0.645571
0.713772,0.301857,0.532244,0.204200
0.474959,0.920206,0.413198,0.194067
0.528589,0.928573,0.170563,0.643820
0.777841,0.357273,0.678916,0.908022
0.062308,0.047514,0.755955,0.847570
0.757833,0.119471,0.404692,0.277407
0.037638,0.014008,0.474544,0.477637
0.117177,0.737593,0.999192,0.913990
0.750277,0.936577,0.927443,0.957041
0.936965,0.445384,0.659460,0.248903
0.806020,0.141342,0.625995,0.953658
0.372298,0.001825,0.428656,0.734636
0.216783,0.852900,0.051549,0.265432
0.029502,0.721880,0.637457,0.969426
0.053040,0.925191,0.675536,0.217284
0.469235,0.010590,0.363071,0.493898
0.581806,0.977586,0.096260,0.606690
0.998512,0.315881,0.576342,0.774818
0.898310,0.217414,0.879069,0.851473
0.829444,0.708884,0.389700,0.603155
0.320847,0.986672,0.871597,0.387539
0.430724,0.931596,0.484265,0.275186
0.057461,0.963314,0.395807,0.069258
0.152059,0.387696,0.572631,0.548990
0.399746,0.049744,0.057449,0.795077
0.484300,0.427620,0.423251,0.148902
0.374849,0.434678,0.138696,0.431768
0.104845,0.649662,0.221252,0.428557
0.371792,0.613226,0.836921,0.911363
0.126429,0.272754,0.980843,0.663856
0.808973,0.029110,0.806778,0.485440
0.092704,0.609688,0.655352,0.393369
0.491193,0.006395,0.627260,0.559810
0.277943,0.920256,0.557469,0.517301
0.102493,0.084945,0.106852,0.595503
0.593187,0.547831,0.521612,0.322502
0.879513,0.079464,0.621963,0.951216
0.775053,0.382135,0.913580,0.484262
0.924891,0.979391,0.544411,0.415001
0.810832,0.321870,0.722891,0.745214
0.523170,0.072211,0.980520,0.898618
0.855087,0.365755,0.746417,0.020509
0.374001,0.798829,0.046786,0.661551
0.057162,0.385441,0.591404,0.202283
0.760491,0.066932,0.399275,0.775314
0.276131,0.293456,0.158873,0.071566
0.818671,0.636160,0.522293,0.280401
0.500498,0.066242,0.675240,0.671916
0.728511,0.988130,0.492736,0.335547
0.336822,0.149634,0.503225,0.926356
0.625131,0.863142,0.994901,0.473750
0.752778,0.778608,0.219422,0.413485
0.153354,0.143681,0.838606,0.612315
0.127677,0.218478,0.174587,0.911225
0.031132,0.616058,0.732100,0.056804
0.700123,0.514846,0.048814,0.546610
0.016160,0.625764,0.875943,0.113692
0.236375,0.035843,0.341389,0.346226
0.828903,0.092410,0.623059,0.686999
0.735111,0.716675,0.165960,0.527344
0.064351,0.546555,0.270190,0.685554
0.459995,0.126837,0.659962,0.262074
0.183962,0.501960,0.933984,0.580704
0.592683,0.782231,0.439122,0.677775
0.228321,0.817195,0.945718,0.697680
0.144674,0.161351,0.708653,0.193851
0.786564,0.439724,0.264455,0.094585
0.714014,0.098261,0.465976,0.589465
0.469862,0.667884,0.061848,0.205705
0.015880,0.933014,0.816278,0.614336
0.847431,0.940777,0.763064,0.572359
0.993205,0.725631,0.782752,0.173607
0.035621,0.323889,0.977644,0.666928
0.388839,0.684337,0.552039,0.089263
0.530281,0.715136,0.480583,0.461267
0.038176,0.952839,0.620151,0.232407
0.075652,0.787011,0.565995,0.113330
0.870094,0.625027,0.115141,0.149794
0.794311,0.575297,0.663172,0.992594
0.929568,0.590251,0.118167,0.264735
0.748224,0.162453,0.505194,0.287303
0.490647,0.975976,0.601549,0.121660
0.753312,0.591731,0.306819,0.633225
0.050221,0.633000,0.879817,0.608599
0.058769,0.544023,0.506261,0.817411
0.886305,0.616813,0.844323,0.899850
0.878336,0.919033,0.186330,0.434876
0.906997,0.952017,0.183333,0.325328
0.068796,0.971055,0.373380,0.087978
0.638957,0.813563,0.417959,0.517685
0.264454,0.591558,0.923535,0.380184
0.805542,0.630050,0.488119,0.131256
0.788366,0.966138,0.617492,0.248536
0.513155,0.480133,0.649637,0.559102
0.468973,0.481802,0.264996,0.051138
0.842489,0.931840,0.679721,0.898479
0.754985,0.967888,0.400190,0.277279
0.047133,0.002034,0.673511,0.015547
0.900721,0.419698,0.210186,0.805983
0.595805,0.019829,0.505754,0.631226
0.418962,0.990246,0.367862,0.074680
0.051726,0.336174,0.707470,0.917871
0.601685,0.195623,0.510648,0.757461
0.670246,0.066632,0.216445,0.331257
0.995460,0.254531,0.602011,0.065715
0.356515,0.412639,0.319565,0.315365
0.405605,0.515558,0.921230,0.028236
0.701116,0.392860,0.611417,0.390270
0.501930,0.845926,0.479245,0.000195
0.253572,0.234001,0.513729,0.212701
1.004136,0.528936,0.561057,0.933762
0.376275,0.954333,0.903571,0.990000
0.684845,0.601765,0.405065,0.309003
0.194976,0.670186,0.435326,0.755982
0.420606,0.530915,0.206718,0.920872
0.619287,0.529532,0.349814,0.582566
1.002230,0.651027,0.698013,0.979362
0.735618,0.073364,0.639828,0.400422
0.059135,0.723114,0.381062,0.467199
0.051813,0.648547,0.863404,0.370088
0.182647,0.858689,0.159643,0.107643
-0.004776,0.871937,0.517920,0.191419
0.058574,0.444605,0.635668,0.244594
0.818863,0.535027,0.835954,0.337788
0.064306,0.458793,0.702197,0.673505
0.814521,0.362608,0.465434,0.146169
0.932943,0.705942,0.161015,0.603211
0.751576,0.266057,0.721886,0.917634
0.761913,0.310308,0.357916,0.758756
-0.001278,0.808687,0.519327,0.714098
0.597904,0.891007,0.559359,0.726963
0.778804,0.497425,0.890427,0.352706
